,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
,405.00,Machado,br BRA,MF,Cruzeiro,27.00,"1,996.00",35.00,22.00,"2,277.00",25.30,1.00,3.00,4.00,1.00,0.00,0.00,5.00,0.00,2.10,2.10,1.80,4.00,13.00,149.00,27.00,0.04,0.12,0.16,0.04,0.16,0.08,0.07,0.16,0.08,0.16,Matches
,406.00,Imanol Machuca,ar ARG,FW,Fortaleza,23.00,"2,000.00",16.00,6.00,679.00,7.50,2.00,0.00,2.00,2.00,0.00,0.00,4.00,0.00,1.30,1.30,1.30,2.60,38.00,17.00,78.00,0.27,0.00,0.27,0.27,0.27,0.17,0.17,0.34,0.17,0.34,Matches
,407.00,Mádson,br BRA,"DF,MF",Ath Paranaense,31.00,"1,992.00",24.00,14.00,"1,328.00",14.80,2.00,2.00,4.00,2.00,0.00,0.00,4.00,0.00,1.30,1.30,3.80,5.10,8.00,45.00,69.00,0.14,0.14,0.27,0.14,0.27,0.09,0.26,0.35,0.09,0.35,Matches
,408.00,João Magno,br BRA,FW,Goiás,25.00,"1,997.00",19.00,13.00,983.00,10.90,3.00,1.00,4.00,3.00,0.00,0.00,2.00,0.00,2.80,2.80,0.80,3.60,13.00,12.00,41.00,0.27,0.09,0.37,0.27,0.37,0.26,0.07,0.33,0.26,0.33,Matches
,409.00,Maguinho,br BRA,DF,Goiás,30.00,"1,993.00",34.00,34.00,"2,857.00",31.70,2.00,0.00,2.00,2.00,0.00,0.00,11.00,2.00,2.20,2.20,1.20,3.50,59.00,74.00,138.00,0.06,0.00,0.06,0.06,0.06,0.07,0.04,0.11,0.07,0.11,Matches
,410.00,Pablo Maia,br BRA,MF,São Paulo,21.00,"2,002.00",32.00,29.00,"2,584.00",28.70,4.00,0.00,4.00,4.00,0.00,0.00,9.00,1.00,1.50,1.50,1.30,2.80,16.00,128.00,32.00,0.14,0.00,0.14,0.14,0.14,0.05,0.05,0.10,0.05,0.10,Matches
,411.00,Thiago Maia,br BRA,MF,Flamengo,25.00,"1,997.00",32.00,26.00,"2,101.00",23.30,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.20,0.20,0.20,0.40,16.00,130.00,51.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches
,412.00,Maicon,br BRA,DF,Santos,34.00,"1,988.00",1.00,0.00,45.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Matches
,413.00,Maicon,br BRA,DF,Vasco da Gama,34.00,"1,988.00",16.00,14.00,"1,255.00",13.90,0.00,2.00,2.00,0.00,0.00,0.00,3.00,0.00,0.10,0.10,0.90,1.10,1.00,32.00,2.00,0.00,0.14,0.14,0.00,0.14,0.01,0.07,0.08,0.01,0.08,Matches
,414.00,Iago Maidana,br BRA,DF,América (MG),26.00,"1,996.00",30.00,24.00,"2,163.00",24.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,1.00,0.80,0.80,0.10,0.90,17.00,54.00,7.00,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches
,415.00,Hugo Mallo,es ESP,DF,Internacional,31.00,"1,991.00",6.00,3.00,325.00,3.60,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.30,0.30,0.10,0.40,4.00,17.00,15.00,0.00,0.00,0.00,0.00,0.00,0.09,0.02,0.11,0.09,0.11,Matches
,416.00,Léo Mana,br BRA,DF,Corinthians,18.00,"2,004.00",3.00,2.00,134.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,7.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,417.00,Alef Manga,br BRA,"FW,MF",Coritiba,28.00,"1,994.00",10.00,9.00,804.00,8.90,4.00,3.00,7.00,3.00,1.00,1.00,3.00,0.00,3.80,3.00,1.00,4.00,25.00,17.00,75.00,0.45,0.34,0.78,0.34,0.67,0.42,0.11,0.54,0.33,0.45,Matches
,418.00,Manoel,br BRA,DF,Fluminense,32.00,"1,990.00",6.00,2.00,289.00,3.20,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,419.00,Fernando Marçal,br BRA,DF,Botafogo (RJ),33.00,"1,989.00",22.00,20.00,"1,626.00",18.10,0.00,3.00,3.00,0.00,0.00,0.00,8.00,1.00,0.20,0.20,1.30,1.50,17.00,83.00,64.00,0.00,0.17,0.17,0.00,0.17,0.01,0.07,0.08,0.01,0.08,Matches
,420.00,Marcelo,br BRA,DF,Fluminense,34.00,"1,988.00",19.00,18.00,"1,325.00",14.70,1.00,1.00,2.00,1.00,0.00,0.00,4.00,0.00,1.40,1.40,3.70,5.10,44.00,151.00,50.00,0.07,0.07,0.14,0.07,0.14,0.09,0.25,0.35,0.09,0.35,Matches
,421.00,Marcelo,br BRA,DF,Fortaleza,27.00,"1,996.00",12.00,12.00,"1,080.00",12.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.10,0.10,0.30,0.40,2.00,19.00,2.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
,422.00,João Marcelo,br BRA,DF,Cruzeiro,22.00,"2,000.00",5.00,1.00,165.00,1.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,423.00,Marcinho,br BRA,DF,América (MG),26.00,"1,996.00",12.00,10.00,800.00,8.90,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.20,0.20,0.90,1.10,12.00,40.00,23.00,0.00,0.00,0.00,0.00,0.00,0.03,0.10,0.13,0.03,0.13,Matches
,424.00,Erick Marcus,br BRA,"MF,FW",Vasco da Gama,18.00,"2,004.00",14.00,3.00,400.00,4.40,1.00,1.00,2.00,1.00,0.00,0.00,3.00,1.00,0.60,0.60,0.60,1.20,12.00,16.00,55.00,0.23,0.23,0.45,0.23,0.45,0.14,0.13,0.27,0.14,0.27,Matches
,425.00,Mariano,br BRA,DF,Atlético Mineiro,36.00,"1,986.00",22.00,17.00,"1,564.00",17.40,0.00,1.00,1.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.40,0.50,16.00,88.00,27.00,0.00,0.06,0.06,0.00,0.06,0.00,0.03,0.03,0.00,0.03,Matches
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
,426.00,Marinho,br BRA,"FW,DF",Flamengo,32.00,"1,990.00",4.00,0.00,82.00,0.90,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.30,0.30,0.10,0.50,2.00,1.00,21.00,0.00,0.00,0.00,0.00,0.00,0.37,0.13,0.50,0.37,0.50,Matches
,427.00,Marinho,br BRA,"FW,MF",Fortaleza,32.00,"1,990.00",21.00,15.00,"1,145.00",12.70,2.00,1.00,3.00,2.00,0.00,1.00,5.00,0.00,3.30,2.50,1.80,4.30,42.00,36.00,89.00,0.16,0.08,0.24,0.16,0.24,0.26,0.14,0.40,0.20,0.34,Matches
,428.00,Marlon,br BRA,DF,Cruzeiro,25.00,"1,997.00",36.00,36.00,"3,198.00",35.50,3.00,2.00,5.00,3.00,0.00,0.00,7.00,0.00,1.30,1.20,3.90,5.10,55.00,170.00,176.00,0.08,0.06,0.14,0.08,0.14,0.04,0.11,0.15,0.03,0.14,Matches
,429.00,Marlon,br BRA,DF,América (MG),28.00,"1,994.00",26.00,18.00,"1,674.00",18.60,1.00,1.00,2.00,1.00,0.00,0.00,3.00,0.00,0.50,0.50,0.80,1.30,63.00,71.00,80.00,0.05,0.05,0.11,0.05,0.11,0.03,0.04,0.07,0.03,0.07,Matches
,430.00,Marlon,br BRA,DF,Fluminense,27.00,"1,995.00",15.00,13.00,935.00,10.40,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.10,0.10,0.40,0.50,13.00,47.00,5.00,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05,Matches
,431.00,Igor Marques,br BRA,DF,Cruzeiro,24.00,"1,999.00",4.00,1.00,119.00,1.30,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.40,0.40,8.00,10.00,10.00,0.00,0.76,0.76,0.00,0.76,0.00,0.30,0.30,0.00,0.30,Matches
,432.00,Renato Marques,br BRA,"FW,MF",América (MG),19.00,"2,003.00",12.00,4.00,515.00,5.70,3.00,1.00,4.00,3.00,0.00,0.00,2.00,0.00,1.30,1.30,0.60,1.90,11.00,9.00,21.00,0.52,0.17,0.70,0.52,0.70,0.22,0.11,0.33,0.22,0.33,Matches
,433.00,Juan Martín Lucero,ar ARG,FW,Fortaleza,31.00,"1,991.00",31.00,23.00,"2,069.00",23.00,9.00,0.00,9.00,6.00,3.00,3.00,2.00,0.00,9.20,6.80,1.20,8.00,20.00,34.00,100.00,0.39,0.00,0.39,0.26,0.26,0.40,0.05,0.45,0.30,0.35,Matches
,434.00,Martinelli,br BRA,"MF,DF",Fluminense,21.00,"2,001.00",28.00,19.00,"1,882.00",20.90,2.00,2.00,4.00,2.00,0.00,0.00,5.00,1.00,1.20,1.20,1.40,2.60,38.00,105.00,28.00,0.10,0.10,0.19,0.10,0.19,0.06,0.07,0.13,0.06,0.13,Matches
,435.00,Andre Martins,br BRA,"FW,MF",Grêmio,21.00,"2,001.00",21.00,1.00,368.00,4.10,3.00,0.00,3.00,3.00,0.00,0.00,1.00,0.00,1.30,1.30,0.70,2.00,7.00,16.00,29.00,0.73,0.00,0.73,0.73,0.73,0.31,0.18,0.49,0.31,0.49,Matches
,436.00,Gustavo Martins Santos,br BRA,"DF,MF",Grêmio,20.00,"2,002.00",17.00,5.00,689.00,7.70,1.00,1.00,2.00,1.00,0.00,0.00,5.00,0.00,1.00,1.00,0.20,1.20,8.00,41.00,9.00,0.13,0.13,0.26,0.13,0.26,0.14,0.02,0.16,0.14,0.16,Matches
,437.00,Gonzalo Mastriani,uy URU,FW,América (MG),29.00,"1,993.00",24.00,22.00,"1,793.00",19.90,11.00,1.00,12.00,10.00,1.00,2.00,1.00,1.00,10.70,9.20,1.50,10.70,9.00,23.00,89.00,0.55,0.05,0.60,0.50,0.55,0.54,0.08,0.62,0.46,0.54,Matches
,438.00,Matheusinho,br BRA,"MF,FW",América (MG),24.00,"1,998.00",7.00,2.00,229.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.60,0.40,1.00,2.00,14.00,23.00,0.00,0.00,0.00,0.00,0.00,0.23,0.15,0.38,0.23,0.38,Matches
,439.00,Matheusinho,br BRA,DF,Cuiabá,24.00,"1,998.00",5.00,5.00,433.00,4.80,1.00,0.00,1.00,1.00,0.00,0.00,2.00,0.00,0.80,0.80,0.50,1.30,11.00,24.00,20.00,0.21,0.00,0.21,0.21,0.21,0.16,0.11,0.26,0.16,0.26,Matches
,440.00,Matheuzinho,br BRA,DF,Flamengo,22.00,"2,000.00",11.00,7.00,620.00,6.90,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.20,0.20,0.30,0.50,9.00,32.00,29.00,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.07,0.03,0.07,Matches
,441.00,Mauricio,br BRA,"FW,MF",Internacional,21.00,"2,001.00",26.00,22.00,"1,766.00",19.60,6.00,6.00,12.00,6.00,0.00,0.00,4.00,0.00,4.80,4.80,3.80,8.50,35.00,75.00,118.00,0.31,0.31,0.61,0.31,0.61,0.24,0.19,0.43,0.24,0.43,Matches
,442.00,Maycon,br BRA,MF,Corinthians,25.00,"1,997.00",32.00,27.00,"2,403.00",26.70,2.00,3.00,5.00,2.00,0.00,0.00,4.00,1.00,1.40,1.40,1.70,3.10,30.00,163.00,33.00,0.07,0.11,0.19,0.07,0.19,0.05,0.06,0.12,0.05,0.12,Matches
,443.00,Mayke,br BRA,"DF,FW",Palmeiras,30.00,"1,992.00",33.00,28.00,"2,498.00",27.80,1.00,6.00,7.00,1.00,0.00,0.00,7.00,0.00,0.90,0.90,4.30,5.20,56.00,144.00,170.00,0.04,0.22,0.25,0.04,0.25,0.03,0.16,0.19,0.03,0.19,Matches
,444.00,Gary Medel,cl CHI,"DF,MF",Vasco da Gama,35.00,"1,987.00",20.00,20.00,"1,724.00",19.20,0.00,0.00,0.00,0.00,0.00,0.00,5.00,1.00,0.00,0.00,0.10,0.10,5.00,59.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
,445.00,Bruno Melo,br BRA,DF,Goiás,30.00,"1,992.00",33.00,32.00,"2,891.00",32.10,2.00,1.00,3.00,2.00,0.00,0.00,10.00,0.00,2.50,2.50,0.30,2.80,8.00,92.00,10.00,0.06,0.03,0.09,0.06,0.09,0.08,0.01,0.09,0.08,0.09,Matches
,446.00,Felipe Melo,br BRA,DF,Fluminense,39.00,"1,983.00",19.00,18.00,986.00,11.00,2.00,0.00,2.00,2.00,0.00,0.00,10.00,1.00,0.40,0.40,0.10,0.40,15.00,47.00,0.00,0.18,0.00,0.18,0.18,0.18,0.03,0.01,0.04,0.03,0.04,Matches
,447.00,Darlan Mendes,br BRA,MF,Grêmio,24.00,"1,998.00",1.00,0.00,45.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches
,448.00,Matheus Mendes,br BRA,GK,Atlético Mineiro,23.00,"1,999.00",2.00,2.00,180.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
,449.00,Nathan Mendes,br BRA,DF,São Paulo,20.00,"2,002.00",21.00,11.00,"1,176.00",13.10,1.00,0.00,1.00,1.00,0.00,0.00,5.00,0.00,0.50,0.50,0.40,0.90,29.00,51.00,48.00,0.08,0.00,0.08,0.08,0.08,0.03,0.03,0.07,0.03,0.07,Matches
,450.00,Vitor Mendes,br BRA,DF,Fluminense,23.00,"1,999.00",2.00,1.00,108.00,1.20,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.10,0.10,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.02,0.11,0.09,0.11,Matches
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
,451.00,Bruno Méndez,uy URU,DF,Corinthians,23.00,"1,999.00",27.00,20.00,"1,650.00",18.30,0.00,0.00,0.00,0.00,0.00,0.00,5.00,1.00,0.20,0.20,0.20,0.40,16.00,62.00,23.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches
,452.00,Jhegson Méndez,ec ECU,MF,São Paulo,25.00,"1,997.00",7.00,4.00,371.00,4.10,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.10,0.10,3.00,15.00,3.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
,453.00,Óscar Méndez,uy URU,MF,América (MG),28.00,"1,994.00",7.00,2.00,260.00,2.90,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,2.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,454.00,Stiven Mendoza,co COL,"FW,MF",Santos,30.00,"1,992.00",26.00,19.00,"1,672.00",18.60,6.00,2.00,8.00,4.00,2.00,2.00,4.00,0.00,5.00,3.40,1.70,5.10,79.00,73.00,158.00,0.32,0.11,0.43,0.22,0.32,0.27,0.09,0.36,0.18,0.28,Matches
,455.00,Gabriel Menino,br BRA,MF,Palmeiras,22.00,"2,000.00",24.00,21.00,"1,593.00",17.70,2.00,3.00,5.00,2.00,0.00,0.00,5.00,0.00,1.70,1.70,1.30,3.00,44.00,137.00,54.00,0.11,0.17,0.28,0.11,0.28,0.09,0.08,0.17,0.09,0.17,Matches
,456.00,Gabriel Mercado,ar ARG,DF,Internacional,35.00,"1,987.00",26.00,25.00,"2,180.00",24.20,0.00,0.00,0.00,0.00,0.00,0.00,13.00,1.00,0.60,0.60,0.30,0.80,1.00,39.00,2.00,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
,457.00,Higor Meritão,br BRA,MF,Goiás,28.00,"1,994.00",8.00,2.00,223.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.40,0.00,0.40,1.00,8.00,1.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.16,0.16,0.16,Matches
,458.00,Messias,br BRA,DF,Santos,28.00,"1,994.00",28.00,26.00,"2,393.00",26.60,2.00,0.00,2.00,2.00,0.00,0.00,2.00,0.00,1.60,1.60,0.10,1.70,1.00,31.00,4.00,0.08,0.00,0.08,0.08,0.08,0.06,0.00,0.06,0.06,0.06,Matches
,459.00,Bruno Mezenga,br BRA,"FW,MF",Santos,34.00,"1,988.00",9.00,0.00,168.00,1.90,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.30,0.30,0.00,0.30,2.00,5.00,7.00,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.18,0.18,0.18,Matches
,460.00,Carlos Miguel,br BRA,GK,Corinthians,24.00,"1,998.00",2.00,1.00,110.00,1.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,461.00,Fernando Miguel,br BRA,GK,Fortaleza,37.00,"1,985.00",6.00,5.00,462.00,5.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,462.00,Mikael,br BRA,FW,América (MG),23.00,"1,999.00",5.00,1.00,153.00,1.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.80,0.20,1.00,7.00,1.00,9.00,0.00,0.00,0.00,0.00,0.00,0.47,0.12,0.60,0.47,0.60,Matches
,463.00,Lucas Milla,br BRA,MF,Grêmio,20.00,"2,003.00",8.00,4.00,303.00,3.40,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.30,0.30,0.00,0.30,5.00,15.00,7.00,0.00,0.00,0.00,0.00,0.00,0.08,0.01,0.09,0.08,0.09,Matches
,464.00,Mina,br BRA,DF,Goiás,19.00,"2,003.00",1.00,0.00,45.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.00,0.39,0.39,0.39,Matches
,465.00,Lucas Mineiro,br BRA,MF,Cuiabá,26.00,"1,996.00",16.00,7.00,612.00,6.80,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.20,0.20,0.40,0.50,5.00,22.00,25.00,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.08,0.02,0.08,Matches
,466.00,Vinicius Mingotti,br BRA,FW,Bahia,23.00,"2,000.00",17.00,8.00,659.00,7.30,2.00,0.00,2.00,2.00,0.00,0.00,2.00,0.00,1.90,1.90,0.60,2.50,2.00,5.00,25.00,0.27,0.00,0.27,0.27,0.27,0.26,0.09,0.34,0.26,0.34,Matches
,467.00,Miranda,br BRA,DF,Vasco da Gama,23.00,"2,000.00",7.00,4.00,388.00,4.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.30,0.50,2.00,19.00,2.00,0.00,0.00,0.00,0.00,0.00,0.05,0.07,0.12,0.05,0.12,Matches
,468.00,Moises,br BRA,"MF,FW",Fortaleza,26.00,"1,996.00",6.00,5.00,367.00,4.10,3.00,0.00,3.00,3.00,0.00,0.00,1.00,0.00,2.50,2.50,0.70,3.20,19.00,9.00,46.00,0.74,0.00,0.74,0.74,0.74,0.61,0.18,0.79,0.61,0.79,Matches
,469.00,Rodrigo Moledo,br BRA,DF,Internacional,35.00,"1,987.00",7.00,5.00,478.00,5.30,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.10,0.10,6.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches
,470.00,Rafael Monteiro,br BRA,MF,Fluminense,18.00,"2,004.00",1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,471.00,Júnior Moraes,ua UKR,DF,Corinthians,35.00,"1,987.00",1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,472.00,João Moreira,pt POR,DF,São Paulo,18.00,"2,004.00",1.00,1.00,70.00,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,4.00,6.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
,473.00,Everton Morelli,br BRA,MF,Goiás,25.00,"1,997.00",32.00,30.00,"2,585.00",28.70,3.00,0.00,3.00,3.00,0.00,0.00,6.00,0.00,1.60,1.60,0.90,2.50,36.00,94.00,75.00,0.10,0.00,0.10,0.10,0.10,0.06,0.03,0.09,0.06,0.09,Matches
,474.00,Alfredo Morelos,co COL,"FW,MF",Santos,26.00,"1,996.00",3.00,1.00,77.00,0.90,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.10,0.10,0.20,0.30,1.00,3.00,6.00,0.00,0.00,0.00,0.00,0.00,0.13,0.19,0.31,0.13,0.31,Matches
,475.00,Marcelino Moreno,ar ARG,MF,Coritiba,28.00,"1,994.00",31.00,27.00,"2,306.00",25.60,2.00,4.00,6.00,2.00,0.00,0.00,6.00,0.00,1.90,1.90,4.90,6.80,100.00,102.00,188.00,0.08,0.16,0.23,0.08,0.23,0.07,0.19,0.27,0.07,0.27,Matches
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
,476.00,Gabriel Moscardo,br BRA,MF,Corinthians,17.00,"2,005.00",18.00,15.00,"1,132.00",12.60,1.00,1.00,2.00,1.00,0.00,0.00,6.00,0.00,0.30,0.30,0.90,1.20,17.00,28.00,16.00,0.08,0.08,0.16,0.08,0.16,0.02,0.07,0.10,0.02,0.10,Matches
,477.00,Henry Mosquera,co COL,"FW,MF",Bragantino,21.00,"2,001.00",21.00,10.00,"1,061.00",11.80,2.00,2.00,4.00,2.00,0.00,0.00,1.00,0.00,1.90,1.90,2.60,4.50,71.00,31.00,161.00,0.17,0.17,0.34,0.17,0.34,0.16,0.22,0.38,0.16,0.38,Matches
,478.00,Gustavo Mosquito,br BRA,"FW,MF",Corinthians,25.00,"1,997.00",11.00,1.00,308.00,3.40,1.00,0.00,1.00,1.00,0.00,0.00,2.00,0.00,0.20,0.20,0.30,0.50,14.00,5.00,29.00,0.29,0.00,0.29,0.29,0.29,0.05,0.10,0.15,0.05,0.15,Matches
,479.00,Hugo Moura,br BRA,MF,Ath Paranaense,25.00,"1,998.00",30.00,15.00,"1,327.00",14.70,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.30,0.30,0.20,0.50,11.00,55.00,10.00,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.04,0.02,0.04,Matches
,480.00,Lucas Moura,br BRA,"FW,MF",São Paulo,30.00,"1,992.00",14.00,10.00,867.00,9.60,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.50,1.50,29.00,46.00,63.00,0.10,0.00,0.10,0.10,0.10,0.11,0.05,0.16,0.11,0.16,Matches
,481.00,Neto Moura,br BRA,MF,Cruzeiro,26.00,"1,996.00",13.00,6.00,499.00,5.50,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.40,0.40,0.50,0.90,3.00,32.00,17.00,0.00,0.00,0.00,0.00,0.00,0.07,0.10,0.17,0.07,0.17,Matches
,482.00,Lucas Mugni,ar ARG,"MF,FW",Bahia,31.00,"1,992.00",15.00,1.00,361.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.20,0.20,0.30,0.50,7.00,23.00,18.00,0.00,0.00,0.00,0.00,0.00,0.04,0.08,0.12,0.04,0.12,Matches
,483.00,Murillo,br BRA,DF,Corinthians,20.00,"2,002.00",13.00,13.00,"1,165.00",12.90,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.30,0.30,0.60,0.80,10.00,46.00,2.00,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06,Matches
,484.00,Andrey Ramos do Nascimento,br BRA,MF,Coritiba,24.00,"1,998.00",26.00,11.00,"1,124.00",12.50,1.00,0.00,1.00,1.00,0.00,0.00,5.00,0.00,0.60,0.60,1.30,1.90,16.00,89.00,16.00,0.08,0.00,0.08,0.08,0.08,0.05,0.10,0.15,0.05,0.15,Matches
,485.00,Bruno Nascimento,br BRA,"FW,MF",Cruzeiro,25.00,"1,997.00",35.00,30.00,"2,820.00",31.30,8.00,4.00,12.00,6.00,2.00,4.00,4.00,0.00,9.40,6.20,4.30,10.60,102.00,123.00,270.00,0.26,0.13,0.38,0.19,0.32,0.30,0.14,0.44,0.20,0.34,Matches
,486.00,Matheus Nascimento,br BRA,"FW,MF",Botafogo (RJ),18.00,"2,004.00",5.00,1.00,98.00,1.10,1.00,0.00,1.00,1.00,0.00,0.00,2.00,0.00,0.80,0.80,0.40,1.20,1.00,2.00,4.00,0.92,0.00,0.92,0.92,0.92,0.77,0.37,1.14,0.77,1.14,Matches
,487.00,Nata,br BRA,"FW,DF",Grêmio,21.00,"2,001.00",2.00,0.00,16.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
